Id,preco
443,731371.74
444,815968.85
445,718046.27
446,586203.58
447,623052.46
448,813500.13
449,653868.93
450,610887.90
451,917129.86
452,815968.85
453,718046.27
454,704723.74
455,746731.62
456,782683.66
457,631750.51
458,704723.74
459,678593.26
460,666428.70
461,731371.74
462,704723.74
463,2263796.53
464,667191.47
465,702255.02
466,1022866.24
467,1303246.07
468,869012.59
469,1105532.24
470,1009101.00
471,731371.74
472,678593.26
473,641704.38
474,673907.26
475,943881.94
476,813500.13
477,731371.74
478,702093.26
479,815968.85
480,702255.02
481,867840.98
482,835597.01
483,731371.74
484,874133.23
485,711722.03
486,804957.72
487,704723.74
488,959241.81
489,704723.74
490,838905.51
491,651238.46
492,702255.02
493,627233.06
494,704723.74
495,910046.10
496,829291.38
497,703274.51
498,731371.74
499,704723.74
500,954141.66
501,966834.75
502,704723.74
503,673907.26
504,685074.03
505,954141.66
506,954141.66
507,704723.74
508,652419.71
509,702255.02
510,702255.02
511,731371.74
512,940819.13
513,573909.54
514,682605.31
515,731371.74
516,1002331.52
517,731371.74
518,731371.74
519,673907.26
520,964322.59
521,804957.72
522,731371.74
523,653868.93
524,917129.86
525,1038641.29
526,838905.51
527,1051051.45
528,746731.62
529,667191.47
530,785152.38
531,785152.38
532,702255.02
533,785152.38
534,648550.70
535,682443.55
536,718046.27
537,1083048.27
538,854910.88
539,954141.66
540,653868.93
541,666428.70
542,718046.27
543,1002923.45
544,704723.74
545,855127.88
546,641704.38
547,1201161.92
548,731371.74
549,623052.46
550,815968.85
551,718046.27
552,843040.42
553,2263796.53
554,673907.26
555,706701.99
556,673907.26
557,664560.99
558,653868.93
559,951672.95
560,673907.26
561,702093.26
562,576378.26
563,718046.27
564,703274.51
565,704723.74
566,634219.22
567,623052.46
568,685074.03
569,727055.58
570,775428.87
571,758123.82
572,671276.79
573,912491.48
574,651400.22
575,627233.06
576,996479.61
577,944324.23
578,666428.70
579,865657.58
580,815968.85
581,731371.74
582,1082028.78
583,1416687.14
584,648550.70
585,943881.94
586,865657.58
587,861060.89
588,942787.91
589,702255.02
590,731371.74
591,858831.66
592,731371.74
593,731371.74
594,653868.93
595,678593.26
596,815968.85
597,728063.25
598,731371.74
599,731371.74
600,678593.26
601,706701.99
602,815968.85
603,678593.26
604,704723.74
605,937294.47
606,653868.93
607,731371.74
608,718046.27
609,954141.66
610,678593.26
611,731371.74
612,704723.74
613,671438.55
614,718046.27
615,1120382.16
616,667191.47
617,1657032.18
618,663120.20
619,673907.26
620,651400.22
621,816385.46
622,1143885.62
623,861060.89
624,624764.34
625,718046.27
626,704723.74
627,1051051.45
628,623052.46
629,898657.45
630,678593.26
631,838905.51
632,704723.74
633,704723.74
634,705743.23
635,608419.19
636,705743.23
637,704723.74
638,704723.74
639,685074.03
640,813338.37
641,1177119.53
642,704723.74
643,704723.74
644,731371.74
645,731371.74
646,704723.74
647,704723.74
648,624764.34
649,673907.26
650,702255.02
651,813500.13
652,727571.47
653,826525.64
654,678593.26
655,865657.58
656,623052.46
657,704723.74
658,673907.26
659,620583.75
660,613362.30
661,814235.75
662,731371.74
663,6539834.70
664,731371.74
665,651400.22
666,648550.70
667,702255.02
668,785152.38
669,898657.45
670,911278.85
671,731371.74
672,704723.74
673,771194.59
674,815968.85
675,704723.74
676,731371.74
677,704723.74
678,653868.93
679,666428.70
680,704723.74
681,693953.13
682,678593.26
683,678593.26
684,704723.74
685,815968.85
686,964322.59
687,731371.74
688,731371.74
689,620421.99
690,865657.58
691,771194.59
692,702093.26
693,809967.75
694,731371.74
695,916455.49
696,704723.74
697,703274.51
698,955360.54
699,704723.74
700,705743.23
701,678593.26
702,677372.40
703,816988.34
704,865657.58
705,704723.74
706,664722.75
707,954141.66
708,634219.22
709,1082028.78
710,576378.26
711,885739.41
712,651400.22
713,653868.93
714,704723.74
715,943881.94
716,760468.05
717,938350.41
718,815968.85
719,653868.93
720,651400.22
721,2091926.75
722,704723.74
723,641704.38
724,829291.38
725,673907.26
726,911278.85
727,731371.74
728,718046.27
729,699624.55
730,704723.74
731,697410.72
732,678593.26
733,627233.06
734,731371.74
735,703112.75
736,653868.93
737,671438.55
738,986718.78
739,731371.74
740,731371.74
741,1038641.29
742,731795.30
743,623052.46
744,653868.93
745,678593.26
746,678593.26
747,1657032.18
748,796319.14
749,678593.26
750,728063.25
751,702093.26
752,731371.74
753,704723.74
754,653868.93
755,6015676.24
756,6510761.53
757,731371.74
758,703274.51
759,731371.74
760,702255.02
761,731371.74
762,943331.29
763,685074.03
764,908810.13
765,704723.74
766,704723.74
767,1007824.81
768,718046.27
769,838905.51
770,731371.74
771,1038641.29
772,937294.47
773,671438.55
774,938350.41
775,702255.02
776,1037398.38
777,1078676.69
778,655026.91
779,651238.46
780,653868.93
781,704723.74
782,673907.26
783,829291.38
784,589700.79
785,731371.74
786,639073.90
787,866648.45
788,623052.46
789,641704.38
790,627233.06
791,815968.85
792,639235.66
793,693953.13
794,814519.62
795,702255.02
796,728227.20
797,675284.76
798,838905.51
799,731371.74
800,838905.51
801,704723.74
802,954141.66
803,867840.98
804,651400.22
805,673907.26
806,653868.93
807,653868.93
808,731371.74
809,923681.58
810,704723.74
811,731371.74
812,797599.92
813,666428.70
814,757872.05
815,943331.29
816,865657.58
817,702255.02
818,702255.02
819,941838.62
820,758891.54
821,4740258.47
822,731371.74
823,838905.51
824,731371.74
825,1051212.31
826,678593.26
827,648769.75
828,718046.27
829,704723.74
830,813500.13
831,727571.47
832,641704.38
833,731371.74
834,653868.93
835,912298.33
836,938350.41
837,731371.74
838,930159.87
839,678593.26
840,704723.74
841,620583.75
842,838905.51
843,986718.78
844,815968.85
845,912491.48
846,874133.23
847,653868.93
848,568512.04
849,718046.27
850,704723.74
851,703274.51
852,704723.74
853,702255.02
854,682605.31
855,673907.26
856,704723.74
857,785152.38
858,678593.26
859,800734.87
860,704723.74
861,653868.93
862,704723.74
863,731371.74
864,667191.47
865,845509.13
866,651238.46
867,838905.51
868,1093666.99
869,673907.26
870,855127.88
871,912514.82
872,715577.55
873,1031761.98
874,1034832.99
875,653868.93
876,858831.66
877,704723.74
878,685074.03
879,651238.46
880,731371.74
881,917129.86
882,912491.48
883,620583.75
884,858831.66
885,1029973.99
886,702255.02
887,653868.93
888,16725976.67
889,706701.99
890,685074.03
891,943881.94
892,702255.02
893,651238.46
894,662628.43
895,1177119.53
896,718046.27
897,623052.46
898,731371.74
899,2263796.53
900,804957.72
901,731371.74
902,678593.26
903,785152.38
904,704723.74
905,815968.85
906,845509.13
907,865657.58
908,816988.34
909,1120382.16
910,667191.47
911,654888.42
912,623052.46
913,965663.13
914,829291.38
915,943331.29
916,702255.02
917,1005356.10
918,731371.74
919,651400.22
920,4905254.04
921,994783.48
922,814692.66
923,651238.46
924,610893.58
925,718046.27
926,671438.55
927,671438.55
928,623052.46
929,1016183.39
930,704723.74
931,718046.27
932,845509.13
933,1101871.66
934,731371.74
935,624071.95
936,704723.74
937,907533.94
938,731371.74
939,861060.89
940,671438.55
941,1135828.67
942,815968.85
943,794211.02
944,704723.74
945,814519.62
946,576378.26
947,639235.66
948,671438.55
949,813500.13
950,704723.74
951,704723.74
952,936122.85
953,1303246.07
954,954141.66
955,675284.76
956,1039660.78
957,610887.90
958,702255.02
959,653868.93
960,785152.38
961,704723.74
962,731371.74
963,704723.74
964,1112325.21
965,704723.74
966,678593.26
967,731371.74
968,838905.51
969,648550.70
970,880423.81
971,704723.74
972,702255.02
973,641704.38
974,666428.70
975,641704.38
976,678593.26
977,731371.74
978,1142223.76
979,673907.26
980,653868.93
981,796319.14
982,702255.02
983,678593.26
984,776555.08
985,815968.85
986,804957.72
987,954141.66
988,671438.55
989,678593.26
990,678593.26
991,866648.45
992,865657.58
993,685074.03
994,702255.02
995,943881.94
996,731371.74
997,815968.85
998,704723.74
999,718046.27
1000,648550.70
1001,1103411.27
1002,838905.51
1003,666428.70
1004,911160.53
1005,653868.93
1006,702255.02
1007,673907.26
1008,673907.26
1009,623052.46
1010,564213.70
1011,994010.89
1012,653868.93
1013,704723.74
1014,651238.46
1015,731371.74
1016,678593.26
1017,873983.04
1018,912491.48
1019,704723.74
1020,704723.74
1021,678593.26
1022,653868.93
1023,651400.22
1024,1062144.75
1025,814519.62
1026,897208.22
1027,624764.34
1028,747586.55
1029,964267.02
1030,671438.55
1031,705743.23
1032,653868.93
1033,1002331.52
1034,704723.74
1035,731371.74
1036,815968.85
1037,678593.26
1038,1177119.53
1039,731371.74
1040,620421.99
1041,620583.75
1042,622054.67
1043,885739.41
1044,704723.74
1045,623052.46
1046,718046.27
1047,838905.51
1048,815968.85
1049,943881.94
1050,782683.66
1051,731371.74
1052,954141.66
1053,926425.31
1054,1024299.38
1055,653868.93
1056,620583.75
1057,704723.74
1058,880462.37
1059,996479.61
1060,671438.55
1061,639235.66
1062,1082028.78
1063,838905.51
1064,704723.74
1065,702255.02
1066,702255.02
1067,678593.26
1068,731371.74
1069,845509.13
1070,954141.66
1071,815968.85
1072,1007824.81
1073,702255.02
1074,627233.06
1075,734264.02
1076,2091926.75
1077,4773609.34
1078,651238.46
1079,731371.74
1080,673907.26
1081,731371.74
1082,731371.74
1083,1034832.99
1084,652419.71
1085,673907.26
1086,651238.46
1087,702255.02
1088,916455.49
1089,678593.26
1090,654888.42
1091,1039890.36
1092,838905.51
1093,651400.22
1094,785152.38
1095,653868.93
1096,671438.55
1097,816988.34
1098,735283.51
1099,673907.26
1100,943881.94
1101,923268.67
1102,704723.74
1103,943881.94
1104,718046.27
1105,702255.02
1106,685074.03
1107,839472.31
1108,731371.74
1109,667191.47
1110,911278.85
1111,910002.66
1112,787412.34
1113,704723.74
1114,654888.42
1115,882439.70
1116,865657.58
1117,2263796.53
1118,731371.74
1119,813500.13
1120,734264.02
1121,838905.51
1122,718046.27
1123,1076994.67
1124,678593.26
1125,843040.42
1126,653868.93
1127,885739.41
1128,731371.74
1129,912491.48
1130,785435.37
1131,704723.74
1132,673907.26
1133,731371.74
1134,1076994.67
1135,2182413.90
1136,1010222.24
1137,989108.65
1138,704723.74
1139,913791.00
1140,704723.74
1141,655026.91
1142,648550.70
1143,703274.51
1144,704723.74
1145,731371.74
1146,678593.26
1147,704723.74
1148,882439.70
1149,943881.94
1150,673907.26
1151,628252.55
1152,1120382.16
1153,796319.14
1154,639073.90
1155,702255.02
1156,702255.02
1157,589700.79
1158,641704.38
1159,731371.74
1160,678593.26
1161,704723.74
1162,731371.74
1163,702255.02
1164,845509.13
1165,1382680.04
1166,704723.74
1167,704723.74
1168,704723.74
1169,702093.26
1170,986718.78
1171,940819.13
1172,782683.66
1173,728227.20
1174,880505.81
1175,731371.74
1176,728063.25
1177,731371.74
1178,782683.66
1179,869012.59
1180,731371.74
1181,856362.95
1182,666428.70
1183,639073.90
1184,731371.74
1185,704723.74
1186,653868.93
1187,673907.26
1188,704723.74
1189,653868.93
1190,922160.91
1191,731371.74
1192,641704.38
1193,943331.29
1194,673907.26
1195,636605.19
1196,731371.74
1197,731371.74
1198,702255.02
1199,653868.93
1200,731371.74
1201,815968.85
1202,704723.74
1203,653868.93
1204,731371.74
1205,574929.03
1206,653868.93
1207,704723.74
1208,1091442.18
1209,731371.74
1210,813338.37
1211,839472.31
1212,728063.25
1213,1330158.59
1214,943881.94
1215,4905254.04
1216,816385.46
1217,986718.78
1218,702255.02
1219,668808.07
1220,673907.26
1221,702255.02
1222,4905254.04
1223,731371.74
1224,731371.74
1225,731371.74
1226,673907.26
1227,678593.26
1228,704723.74
1229,829291.38
1230,678593.26
1231,959241.81
1232,666428.70
1233,627233.06
1234,731371.74
1235,845509.13
1236,704723.74
1237,1082028.78
1238,718046.27
1239,785152.38
1240,610887.90
1241,813500.13
1242,610887.90
1243,652419.71
1244,595772.21
1245,838122.59
1246,1019661.00
1247,885234.50
1248,704723.74
1249,648550.70
1250,576378.26
1251,911278.85
1252,954141.66
1253,816385.46
1254,704723.74
1255,972827.10
1256,819293.39
1257,702255.02
1258,1101871.66
1259,882388.62
1260,731371.74
1261,625783.83
1262,641704.38
1263,882439.70
1264,651400.22
1265,898657.45
1266,653868.93
1267,731371.74
1268,731371.74
1269,653868.93
1270,802918.36
1271,879007.74
1272,838905.51
1273,858831.66
1274,704723.74
1275,702093.26
1276,940819.13
1277,673907.26
1278,865657.58
1279,957178.50
1280,639073.90
1281,678593.26
1282,1261523.89
1283,814692.66
1284,702255.02
1285,796319.14
1286,664722.75
1287,704723.74
1288,678593.26
1289,678593.26
1290,845509.13
1291,845509.13
1292,728227.20
1293,673907.26
1294,912514.82
1295,731371.74
1296,673907.26
1297,623052.46
1298,641704.38
1299,704723.74
1300,865657.58
1301,678593.26
1302,804957.72
1303,728227.20
1304,731371.74
1305,702255.02
1306,885739.41
1307,673907.26
1308,910002.66
1309,1596841.46
1310,678593.26
1311,731371.74
1312,678593.26
1313,838905.51
1314,685074.03
1315,876650.98
1316,940819.13
1317,653868.93
1318,704723.74
1319,702093.26
1320,862445.82
1321,957178.50
1322,832086.18
1323,838905.51
1324,731371.74
1325,703274.51
1326,816988.34
1327,702255.02
1328,682605.31
1329,658943.55
1330,704723.74
1331,653868.93
1332,937294.47
1333,673907.26
1334,838905.51
1335,917129.86
1336,731371.74
1337,731371.74
1338,731371.74
1339,673907.26
1340,651400.22
1341,856362.95
1342,627233.06
1343,1416687.14
1344,940819.13
1345,838905.51
1346,1037398.38
1347,702255.02
1348,704723.74
1349,673907.26
1350,731371.74
1351,678593.26
1352,628252.55
1353,1038641.29
1354,704723.74
1355,704723.74
1356,731371.74
1357,1878342.60
1358,654888.42
1359,731371.74
1360,731371.74
1361,731371.74
1362,734264.02
1363,671438.55
1364,898657.45
1365,6510761.53
1366,1627384.88
1367,815968.85
1368,718046.27
1369,620583.75
1370,705743.23
1371,651238.46
1372,882439.70
1373,731371.74
1374,653868.93
1375,865657.58
1376,673907.26
1377,728063.25
1378,704723.74
1379,678593.26
1380,673907.26
1381,623052.46
1382,815968.85
1383,651400.22
1384,731371.74
1385,671438.55
1386,943881.94
1387,731371.74
1388,715577.55
1389,574929.03
1390,966834.75
1391,815968.85
1392,653868.93
1393,711722.03
1394,678593.26
1395,943881.94
1396,634219.22
1397,758891.54
1398,785152.38
1399,731371.74
1400,924601.38
1401,731371.74
1402,731371.74
1403,941838.62
1404,848944.24
1405,954141.66
1406,731371.74
1407,731371.74
1408,671438.55
1409,653868.93
1410,861121.87
1411,727571.47
1412,924601.38
1413,943881.94
1414,1133707.69
1415,815968.85
1416,704723.74
1417,854910.88
1418,704723.74
1419,573909.54
1420,815968.85
1421,1120382.16
1422,940819.13
1423,785152.38
1424,704723.74
1425,651400.22
1426,641704.38
1427,785152.38
1428,731371.74
1429,785152.38
1430,859537.89
1431,815968.85
1432,731371.74
1433,704723.74
1434,653868.93
1435,620421.99
1436,704723.74
1437,861121.87
1438,943881.94
1439,1038641.29
1440,838905.51
1441,704723.74
1442,990442.78
1443,627233.06
1444,815968.85
1445,610887.90
1446,671438.55
1447,595772.21
1448,1249623.22
1449,815968.85
1450,560038.78
1451,728227.20
1452,664722.75
1453,839472.31
1454,704723.74
1455,673907.26
1456,704723.74
1457,702255.02
1458,731371.74
1459,731371.74
1460,664560.99
1461,704723.74
1462,943881.94
1463,718046.27
1464,731371.74
1465,704723.74
1466,731371.74
1467,911979.98
1468,815968.85
1469,702255.02
1470,907533.94
1471,704723.74
1472,785152.38
1473,731371.74
1474,685074.03
1475,1051051.45
1476,838905.51
1477,702093.26
1478,678593.26
1479,673907.26
1480,678593.26
1481,671276.79
1482,651400.22
1483,718046.27
1484,757872.05
1485,727571.47
1486,731371.74
1487,673907.26
1488,678593.26
1489,718046.27
1490,866486.69
1491,816988.34
1492,651238.46
1493,1589898.89
1494,778205.64
1495,651400.22
1496,718046.27
1497,1044823.91
1498,1101871.66
1499,667191.47
1500,610893.58
1501,702255.02
1502,760468.05
1503,943881.94
1504,756595.87
1505,731371.74
1506,715577.55
1507,673907.26
1508,979215.96
1509,682605.31
1510,826660.91
1511,648550.70
1512,1025186.91
1513,718046.27
1514,943881.94
1515,704723.74
1516,731371.74
1517,704723.74
1518,704723.74
1519,651400.22
1520,653868.93
1521,666428.70
1522,829291.38
1523,685074.03
1524,653868.93
1525,666428.70
1526,639073.90
1527,704723.74
1528,653868.93
1529,943881.94
1530,671438.55
1531,1201161.92
1532,1051051.45
1533,838905.51
1534,678593.26
1535,704723.74
1536,654888.42
1537,1103411.27
1538,673907.26
1539,651238.46
1540,704723.74
1541,838905.51
1542,731371.74
1543,702255.02
1544,731371.74
1545,704723.74
1546,653868.93
1547,943881.94
1548,702255.02
1549,671438.55
1550,731371.74
1551,685074.03
1552,731371.74
1553,854418.02
1554,986946.06
1555,1879146.42
1556,704723.74
1557,673907.26
1558,813500.13
1559,671276.79
1560,731371.74
1561,704723.74
1562,746319.11
1563,704723.74
1564,731371.74
1565,651400.22
1566,658943.55
1567,641704.38
1568,731371.74
1569,704723.74
1570,652419.71
1571,702255.02
1572,673907.26
1573,785152.38
1574,731371.74
1575,815968.85
1576,624764.34
1577,718046.27
1578,639235.66
1579,704723.74
1580,667191.47
1581,704723.74
1582,800734.87
1583,653868.93
1584,731371.74
1585,702255.02
1586,702255.02
1587,678593.26
1588,838905.51
1589,704723.74
1590,678593.26
1591,815968.85
1592,678593.26
1593,678593.26
1594,653868.93
1595,639073.90
1596,673907.26
1597,731371.74
1598,882439.70
1599,1276409.80
1600,704723.74
1601,1382680.04
1602,704723.74
1603,623052.46
1604,813500.13
1605,702093.26
1606,731371.74
1607,705743.23
1608,819293.39
1609,613362.30
1610,703274.51
1611,704723.74
1612,673907.26
1613,653868.93
1614,671438.55
1615,620583.75
1616,731371.74
1617,1075991.96
1618,843040.42
1619,940819.13
1620,731371.74
1621,704723.74
1622,912491.48
1623,674926.75
1624,862445.82
1625,731371.74
1626,651238.46
1627,814519.62
1628,595772.21
1629,838905.51
1630,704723.74
1631,911979.98
1632,731371.74
1633,697410.72
1634,731371.74
1635,858831.66
1636,734264.02
1637,678593.26
1638,1416687.14
1639,704723.74
1640,778205.64
1641,673907.26
1642,653868.93
1643,996479.61
1644,815968.85
1645,1039867.10
1646,731371.74
1647,702255.02
1648,702255.02
1649,829291.38
1650,595772.21
1651,813500.13
1652,943881.94
1653,785152.38
1654,731371.74
1655,943881.94
1656,678593.26
1657,943881.94
1658,673907.26
1659,940819.13
1660,685074.03
1661,623052.46
1662,734154.55
1663,674926.75
1664,1083048.27
1665,995753.13
1666,678593.26
1667,731371.74
1668,653868.93
1669,702255.02
1670,731371.74
1671,704723.74
1672,940819.13
1673,704723.74
1674,704723.74
1675,943881.94
1676,731371.74
1677,653868.93
1678,674792.98
1679,678593.26
1680,702255.02
1681,678593.26
1682,648550.70
1683,685074.03
1684,667191.47
1685,815968.85
1686,704723.74
1687,671438.55
1688,731371.74
1689,861693.92
1690,866486.69
1691,787412.34
1692,731371.74
1693,589700.79
1694,1201161.92
1695,704723.74
1696,734264.02
1697,678593.26
1698,586203.58
1699,815968.85
1700,704723.74
1701,731371.74
1702,943881.94
1703,702255.02
1704,747586.55
1705,1022866.24
1706,838905.51
1707,731371.74
1708,627233.06
1709,623052.46
1710,966939.32
1711,699624.55
1712,673907.26
1713,704723.74
1714,678593.26
1715,734264.02
1716,673907.26
1717,731371.74
1718,678593.26
1719,731371.74
1720,667191.47
1721,673907.26
1722,815968.85
1723,620583.75
1724,682605.31
1725,829291.38
1726,693953.13
1727,885739.41
1728,943881.94
1729,1082028.78
1730,653868.93
1731,718046.27
1732,731371.74
1733,861060.89
1734,673907.26
1735,943331.29
1736,731371.74
1737,1101871.66
1738,731371.74
1739,731371.74
1740,731371.74
1741,677372.40
1742,838905.51
1743,943881.94
1744,678593.26
1745,655026.91
1746,731371.74
1747,1024299.38
1748,704723.74
1749,943881.94
1750,785152.38
1751,702255.02
1752,623052.46
1753,819293.39
1754,655026.91
1755,664722.75
1756,634219.22
1757,731371.74
1758,731371.74
1759,704723.74
1760,815968.85
1761,866486.69
1762,865657.58
1763,673907.26
1764,1382680.04
1765,913791.00
1766,702255.02
1767,702093.26
1768,728063.25
1769,908810.13
1770,1026381.69
1771,704723.74
1772,702255.02
1773,704723.74
1774,705743.23
1775,731371.74
1776,951672.95
1777,668808.07
1778,1047251.18
1779,1201161.92
1780,666428.70
1781,702255.02
1782,746731.62
1783,704723.74
1784,718046.27
1785,731371.74
1786,870136.65
1787,704723.74
1788,620583.75
1789,946075.02
1790,936122.85
1791,912491.48
1792,885739.41
1793,627233.06
1794,785152.38
1795,678593.26
1796,1025186.91
1797,1105532.24
1798,650736.52
1799,1025834.98
1800,639235.66
1801,704723.74
1802,731371.74
1803,757872.05
1804,870032.08
1805,704723.74
1806,702255.02
1807,1201161.92
1808,731371.74
1809,907533.94
1810,678593.26
1811,649222.94
1812,731371.74
1813,829291.38
1814,704723.74
1815,678593.26
1816,627233.06
1817,731371.74
1818,671438.55
1819,673907.26
1820,667191.47
1821,702093.26
1822,673907.26
1823,623052.46
1824,882439.70
1825,815968.85
1826,704723.74
1827,667191.47
1828,731371.74
1829,1006470.53
1830,838905.51
1831,731371.74
1832,940819.13
1833,943881.94
1834,896188.73
1835,678593.26
1836,678593.26
1837,870439.56
1838,678593.26
1839,704723.74
1840,729246.69
1841,702255.02
1842,678593.26
1843,704723.74
1844,728227.20
1845,673907.26
1846,943881.94
1847,673907.26
1848,815968.85
1849,923587.88
1850,671438.55
1851,718046.27
1852,671438.55
